log_price,log_sqft_living,log_yard_space_approx,bedrooms,bathrooms,luxury_score,distance_to_center,years_since_renovation
-0.13199575984643727,-0.643407914231851,0.16008129767226734,0.6948715152987189,-1.4549578639641096,0.020241985744585383,-0.00970934776316707,0.6763417981669915
0.3332226783249444,1.3030826365818249,-0.23136503742648387,0.6948715152987189,0.4963834560883537,-0.4289895818420202,2.219511547675418,-1.3367198791785626
0.3159411975151837,0.043145849286227306,0.3032330071126022,0.6948715152987189,0.4963834560883537,0.020241985744585383,0.24992980312506935,-0.08723332082614968
-0.8736247483485001,-0.36744998935199136,-2.2687592014795657,-1.5200314397159478,0.4963834560883537,-0.7097593115836492,-1.1146116039056402,-1.2325959993158615
1.0074319609632176,0.733706466061676,-0.9943936370439713,-0.41257996220861437,0.4963834560883537,0.5817814452278419,-0.8054740569847142,0.7804656780296926
0.7070146821436227,0.9252590404398461,2.2235206593430177,1.8023229928060522,0.4963834560883537,-0.4289895818420202,0.8827304303748973,-0.19135720068885076
0.5600506016842519,0.9252590404398461,0.11398409091168844,0.6948715152987189,0.4963834560883537,-0.1482198521003927,-0.4355697551539532,-1.40613579908703
-0.2921750528862298,1.5207155074151553,1.7623825699662936,0.6948715152987189,0.4963834560883537,-0.1482198521003927,1.4116148124895411,-0.19135720068885076
0.44514151642056626,0.4751368242901564,0.6635429389162203,-0.41257996220861437,-0.479287203937878,-0.4289895818420202,0.7066767059493939,-0.22606516064308446
-0.01287354492299602,-0.25445673699911553,-0.09366704204541067,-0.41257996220861437,-0.479287203937878,-0.7097593115836492,-0.3865323858889153,0.8845895578923937
0.6053394578970838,-0.5322224680257384,-0.16736096520414118,0.6948715152987189,-0.15406365059580077,-0.7097593115836492,-0.8642015605366493,0.9887134377550948
-0.9461913262832945,-0.13349263267863243,1.1596950572652316,-0.41257996220861437,-0.479287203937878,-0.7097593115836492,1.8704934120961214,0.19043035880771983
0.09535887447927742,-1.8211272011336257,-0.11226697415551823,-1.5200314397159478,-1.4549578639641096,-0.7097593115836492,-0.9364606299916918,-0.7119766000023561
-0.36516192147896204,-0.8649257283848661,-2.092968853604404,-0.41257996220861437,1.4720541161145855,-0.4289895818420202,-1.0945438753432342,-1.1978880393616278
-0.6308104209307451,-0.44092269198175243,0.8070212088859097,-0.41257996220861437,0.1711599027462765,0.020241985744585383,1.9410540549778548,-0.15664924073461706
0.9082101320984811,0.535096401615079,-0.37453322927703936,-0.41257996220861437,0.4963834560883537,2.1260149588067985,-0.9635014328521766,0.6416338382127579
-0.7483607945499914,-1.1696435585184504,0.24202515161391197,-0.41257996220861437,-1.4549578639641096,-0.7097593115836492,0.7634208642213076,0.19043035880771983
-0.4670309046010752,-1.3164285376091913,-0.13911722458643,-0.41257996220861437,-1.4549578639641096,0.020241985744585383,-0.9931422243133354,0.6416338382127579
-0.05667819920701209,0.5742389268101504,2.4705991191349206,-0.41257996220861437,0.4963834560883537,0.020241985744585383,3.4956369963433493,-0.3996049604142529
-0.12712921782659592,-0.173128574133056,-2.124429281191276,-0.41257996220861437,0.4963834560883537,-0.4289895818420202,-0.9031830381799303,-1.163180079407394
-1.3078462527714596,-1.0701231798045003,0.2617278162385451,-1.5200314397159478,-1.4549578639641096,-1.7205303386535113,-1.015092541418947,0.84988159793816
0.563103504966978,-0.19992753300794444,-1.841531542071857,-0.41257996220861437,0.1711599027462765,-0.1482198521003927,-1.2797921709339068,-1.0937641594989267
0.4947856611076273,1.2526746685322871,1.5280550772743766,-0.41257996220861437,0.4963834560883537,1.9575531209618213,0.6861077196560311,-0.7466845599565898
-0.11038864103190933,-0.173128574133056,-1.0670080385547895,-0.41257996220861437,0.4963834560883537,-0.4289895818420202,-1.0094157376019848,-0.5731447601854214
-0.27790656361246724,0.06733357930046414,0.5506942625307609,-0.41257996220861437,-0.15406365059580077,2.856016256135032,-0.2982405409466513,0.5722179183042905
-0.11017162977005888,0.2964731957835255,-0.03698010374869246,0.6948715152987189,0.1711599027462765,-0.4289895818420202,-0.2776561217398282,0.2598462787161872
0.3159411975151837,0.9993473220349848,1.5782045927615402,-0.41257996220861437,-0.479287203937878,-0.4289895818420202,0.8046825059131169,-0.19135720068885076
-0.12105251730989386,0.07933504542086602,1.6020483382777568,-0.41257996220861437,0.1711599027462765,0.5817814452278419,1.3877149680432943,-0.12194128078038338
-1.2478541798627365,-1.0896941054273919,0.29883335044151943,-0.41257996220861437,-0.8045107572799552,0.020241985744585383,0.4580050054149562,0.2945542386704209
-0.7881772775309365,-1.9029255629849853,-0.14281475244959485,-1.5200314397159478,-1.4549578639641096,0.020241985744585383,-0.5892148533798668,0.8151736379839263
3.116578752076709,1.5336731389314346,0.1439693061582376,1.8023229928060522,0.4963834560883537,5.242558958938874,-1.2802735517842097,1.8217044766567034
-1.1299101168087167,-0.777247116972481,-0.30325404237709236,-0.41257996220861437,-0.479287203937878,-0.7097593115836492,0.20297489977489735,-0.46902088032272027
0.5600506016842519,0.8487674809345495,1.9849919350841785,0.6948715152987189,1.4720541161145855,-0.1482198521003927,0.3281222662676117,-1.163180079407394
-0.25670176167702985,0.030958313101717424,0.4006088725190239,-0.41257996220861437,0.4963834560883537,-0.4289895818420202,0.03217939025656193,-0.7813925199108235
-0.08559261503875364,-0.9559904400874689,-1.9746419817578424,-0.41257996220861437,0.4963834560883537,-0.4289895818420202,-0.9323174445013848,-0.954932319681992
-0.20355787973723546,-0.4558959676983192,-0.17767919436910837,-0.41257996220861437,-0.8045107572799552,0.020241985744585383,-0.021838621238515144,0.6069258782585242
